uid,score
1,0.594626055242
2,0.515812004919
9,0.427220682471
12,0.488696361771
14,0.271927742013
20,0.50819696802
25,0.547550089963
28,0.537957149759
30,0.534192406471
33,0.560768225969
35,0.584139958543
37,0.534456510548
43,0.532360432008
44,0.530723614588
45,0.555156382824
46,0.516412771583
52,0.386185389596
53,0.450594976563
55,0.212146335828
56,0.49475804972
57,0.532461013507
59,0.415348956451
60,0.280237116894
66,0.535889924045
74,0.207129056804
75,0.678235009816
83,0.539093994388
84,0.422731237239
87,0.59226792594
88,0.511896874347
95,0.576332708212
100,0.406928467175
101,0.205296821373
105,0.342241065616
111,0.53904807567
114,0.733083127968
116,0.417931169945
118,0.442102850586
119,0.562275425681
123,0.258901647998
129,0.565229945058
131,0.324170174193
132,0.340242583457
137,0.488167673107
143,0.464868139373
147,0.600842610065
148,0.504537126276
149,0.351091885576
156,0.527481463554
161,0.451284544931
162,0.384022799277
170,0.513646766484
179,0.526717275032
184,0.54219939243
187,0.380058300181
191,0.340505541234
198,0.487973014476
206,0.511105767603
212,0.445076256206
221,0.461742259443
222,0.705833933205
225,0.54850433955
226,0.459992601032
228,0.468673728507
232,0.605978033364
236,0.375547794557
237,0.333047885303
242,0.0154865486545
247,0.516522648291
252,0.397534432673
253,0.509339397679
255,0.589104372677
258,0.474589177979
261,0.481428339835
264,0.576114285521
268,0.413408208156
275,0.501240472506
292,0.498127039714
293,0.60167659059
295,0.53458967883
305,0.606227867028
325,0.597076628277
328,0.799322658428
330,0.538872943547
334,0.594997454914
335,0.47535530321
350,0.601713097957
351,0.580151541682
354,0.547843508116
357,0.489679083026
360,0.55314465716
361,0.534174878032
365,0.367125850871
368,0.513862814075
369,0.660844110746
370,0.591745519246
374,0.545223983223
375,0.494336107073
377,0.545310910646
389,0.533821646209
390,0.553290204842
399,0.554776383123
401,0.511226570693
402,0.526821588973
403,0.569080762654
404,0.64784734701
405,0.486003524188
415,0.491709455874
416,0.229480745542
417,0.910839295048
425,0.483084848309
430,0.638873991043
436,0.488880149823
442,0.461674943023
445,0.665621528629
446,0.145718216839
447,0.53831012979
451,0.455400580862
459,0.601542971427
461,0.536936714773
462,0.59634070449
464,0.200646795836
465,0.389128506805
470,0.50332704412
471,0.37888084166
473,0.498395207141
481,0.433131527476
482,0.574048617254
487,0.565995844543
489,0.531074131028
524,0.547699374083
528,0.423560861884
535,0.418703135166
536,0.491363743437
545,0.49844543151
551,0.554947070746
552,0.347308301819
563,0.451981525602
566,0.517748660222
573,0.434429839763
576,0.425882366192
577,0.536814605567
579,0.681977402055
583,0.473931366034
595,0.364043156968
596,0.454312086173
598,0.36598569716
600,0.563794453607
603,0.455344925915
607,0.50324281132
608,0.582512761424
613,0.481160071612
614,0.398317996255
616,0.469213905777
618,0.510654911242
620,0.358329805104
623,0.509295543664
624,0.497243592106
628,0.503205917808
630,0.564115893103
637,0.415177391013
645,0.563419405166
652,0.47490775197
653,0.380381068499
665,0.549066964662
667,0.241799476416
668,0.490192898077
669,0.502906270588
678,0.592847207171
680,0.225556994435
684,0.622721522791
687,0.442871281167
695,0.542192533767
699,0.621563515285
702,0.555956104179
704,0.496217872082
705,0.300286708451
707,0.494191506905
711,0.524300228469
716,0.506041922773
722,0.511670107386
732,0.517625326425
741,0.531879910915
745,0.417009707828
747,0.42221995848
748,0.462028222534
750,0.39418949199
753,0.759279640935
756,0.272170816376
765,0.598608297865
769,0.544649740702
775,0.265879972723
777,0.210078301284
781,0.494707972515
791,0.529091698117
792,0.489299320444
794,0.476641014286
800,0.495988979782
802,0.589624674078
811,0.471916446481
812,0.596814645384
813,0.557366250705
816,0.488544131551
818,0.290990608674
822,0.442100736201
829,0.551708444753
830,0.456184359101
833,0.435291059324
838,0.406678207022
839,0.276012872271
841,0.504342336123
842,0.555786352902
843,0.492978775141
849,0.491361356318
855,0.506047062045
856,0.520332447012
860,0.531799125891
871,0.565300399664
874,0.585576973682
876,0.459613442146
879,0.42802032114
881,0.164688439548
890,0.431218630284
898,0.604002269554
901,0.417809857133
904,0.515958438751
913,0.556943538832
914,0.507046406544
915,0.841208648852
924,0.933982854288
925,0.526384184804
927,0.406755741407
928,0.381095386953
929,0.523220957708
934,0.521261911998
935,0.531489514891
937,0.479517638668
938,0.669059664118
939,0.510140898134
940,0.376459324526
943,0.557054065838
944,0.445164645387
951,0.398993188661
954,0.49398685358
957,0.520985056348
959,0.412784287712
963,0.556027491229
967,0.234265409087
970,0.574571412771
