"uid","score"
1,0.674483188911
2,0.647286623552
9,0.440477218866
12,0.714453679838
14,0.250322093855
20,0.55818660925
25,0.636875577545
28,0.603321964159
30,0.744999691926
33,0.52413663855
35,0.576000903952
37,0.55138273301
43,0.579244765928
44,0.696638879313
45,0.667788768359
46,0.396589698077
52,0.268123600107
53,0.545792386537
55,0.13527760654
56,0.687671374555
57,0.705416156528
59,0.574776390046
60,0.19417385821
66,0.518043380022
74,0.310859505801
75,0.798463575802
83,0.737661965571
84,0.398749580246
87,0.595558710561
88,0.63903913846
95,0.675448719989
100,0.45533995352
101,0.461519954135
105,0.266040565013
111,0.687189545955
114,0.735920106954
116,0.514817850078
118,0.630904875703
119,0.633585153346
123,0.163450918175
129,0.551130234997
131,0.194679196897
132,0.251950616083
137,0.488718186159
143,0.534846382466
147,0.794055498664
148,0.400125725087
149,0.40534120968
156,0.620526345274
161,0.655378948563
162,0.371446953679
170,0.408266900082
179,0.593960313792
184,0.642566118433
187,0.259834880688
191,0.290606278522
198,0.469023747376
206,0.491837834322
212,0.379501458174
221,0.520890656052
222,0.78503721524
225,0.471783525838
226,0.374582969559
228,0.477809548725
232,0.59075458422
236,0.552521593908
237,0.512235530674
242,0.0078103397055
247,0.683248041138
252,0.395047037975
253,0.642921082343
255,0.501308278672
258,0.507981202192
261,0.470897573507
264,0.688729705822
268,0.258415860693
275,0.572616483078
292,0.322307912131
293,0.709024355871
295,0.463987129953
305,0.718989506633
325,0.686548732078
328,0.898573598083
330,0.471739418698
334,0.517381120912
335,0.540185391198
350,0.680914884568
351,0.4181930156
354,0.411736385306
357,0.558440002687
360,0.553470736902
361,0.682116815954
365,0.350530826473
368,0.511157484821
369,0.784806453463
370,0.658709472731
374,0.550688015031
375,0.637271200973
377,0.515908041725
389,0.63305184876
390,0.458495948642
399,0.61972238006
401,0.540366958637
402,0.32150479649
403,0.677651035211
404,0.424234669158
405,0.553180303423
415,0.474374563802
416,0.214338390543
417,0.934307777442
425,0.642222153752
430,0.712682422353
436,0.409660485277
442,0.483801465234
445,0.768607223096
446,0.523032608514
447,0.571705051919
451,0.459372162716
459,0.676068179606
461,0.736887273109
462,0.737319094262
464,0.386711489981
465,0.386346810045
470,0.511392493666
471,0.344385272038
473,0.448658053965
481,0.236267406073
482,0.70434609411
487,0.757139225132
489,0.548703452075
524,0.611721403973
528,0.429693604121
535,0.236131981487
536,0.436065719483
545,0.57270861576
551,0.547274672342
552,0.277227280518
563,0.456953175183
566,0.369926455826
573,0.60880167928
576,0.508429750764
577,0.680047024045
579,0.738718481581
583,0.588057382512
595,0.482193808166
596,0.52953291242
598,0.183289134288
600,0.64322554038
603,0.52352162252
607,0.483352657684
608,0.662963259353
613,0.502671601045
614,0.532819709615
616,0.470412253132
618,0.512647234958
620,0.354652996266
623,0.566865251791
624,0.629466225134
628,0.587216884478
630,0.578065389508
637,0.540542745205
645,0.647869895035
652,0.418834592406
653,0.340026254809
665,0.596599536797
667,0.607710109787
668,0.680181070715
669,0.642233073759
678,0.684339028794
680,0.228833643727
684,0.757912368604
687,0.564801588028
695,0.535029267052
699,0.69071146247
702,0.473057241153
704,0.628758157005
705,0.246878179224
707,0.649706973125
711,0.576541813941
716,0.520968255017
722,0.517871213323
732,0.686489128047
741,0.602320799654
745,0.413800721647
747,0.394266804403
748,0.415209050283
750,0.369420966182
753,0.637506500297
756,0.218293472963
765,0.654056729475
769,0.611640748394
775,0.36140427767
777,0.253513739181
781,0.553350499285
791,0.722643015747
792,0.5936685823
794,0.557866347222
800,0.63971140942
802,0.466014560265
811,0.49542719546
812,0.541720800287
813,0.673797330971
816,0.320516502046
818,0.204536311177
822,0.387595917272
829,0.434304696261
830,0.619836750217
833,0.706538755573
838,0.538676154913
839,0.184859287682
841,0.673066933984
842,0.733212676857
843,0.536556098023
849,0.48095463281
855,0.684829894289
856,0.549452057731
860,0.573663263163
871,0.65414651979
874,0.388466793834
876,0.646830010036
879,0.373271235375
881,0.189435443189
890,0.525291521674
898,0.695668628698
901,0.63734567901
904,0.515735020359
913,0.622758579544
914,0.466352807852
915,0.753571042422
924,0.963016359985
925,0.679301139647
927,0.368769917543
928,0.443415786849
929,0.416145592759
934,0.562502475141
935,0.649640956401
937,0.599243678552
938,0.432738962246
939,0.676955157839
940,0.250649984015
943,0.70045694478
944,0.37427872257
951,0.451288380368
954,0.597271839655
957,0.519922547674
959,0.438309524685
963,0.611634129625
967,0.143037204115
970,0.52254989608
973,0.484652264921
974,0.603705271397
979,0.183373587444
985,0.580605730405
990,0.602056511041
991,0.594566499387
993,0.373379717723
994,0.192696334448
999,0.591757173719
1002,0.455647567338
1009,0.412329872856
1014,0.727331335035
1017,0.675084837916
1019,0.603064224551
1026,0.670881724332
1031,0.550863156523
1032,0.584946230396
1033,0.624963797228
1036,0.475386627284
1037,0.529943616579
1042,0.621168343925
1043,0.725462881045
1044,0.478219313373
1048,0.606726620455
1052,0.711425460523
1053,0.448187436712
1061,0.820317137381
1072,0.631843740092
1077,0.0633046491772
1081,0.642066763932
1082,0.53906463647
1085,0.50544138986
1087,0.706385686564
1095,0.85112149137
1096,0.461856304867
1097,0.691527649418
1098,0.653915520234
1099,0.415362529019
1115,0.137760799365
1117,0.247398125513
1120,0.532792855546
1122,0.472125974851
1132,0.425265809284
1139,0.673156474545
1142,0.346458640391
1149,0.533495307977
1151,0.545020985067
1157,0.69578705759
1160,0.457209471118
1162,0.767947756448
1166,0.52902920799
1169,0.491186094287
1174,0.643467150049
1178,0.703127032441
1180,0.63314079319
1182,0.457622866735
1189,0.422498227511
1190,0.501562915961
1196,0.21576123914
1198,0.218319541686
1199,0.597432661561
1204,0.733122415297
1205,0.492413262942
1208,0.37119902416
1209,0.327894386167
1210,0.459592886093
1212,0.458878746765
1214,0.421865998706
1215,0.647140020305
1222,0.323674095868
1227,0.557844079175
1228,0.334152186449
1236,0.610765892233
1237,0.628483037167
1238,0.721725129237
1243,0.509130375125
1244,0.705889288631
1245,0.569871496269
1251,0.520238645897
1253,0.387463791852
1259,0.540350734064
1260,0.422239022883
1264,0.51864758095
1266,0.314040348061
1276,0.336240598322
1285,0.452960595204
1287,0.710463098129
1292,0.494094191464
1299,0.739762583675
1306,0.477572546307
1312,0.687494258439
1314,0.643905769111
1315,0.47107770661
1316,0.365179977073
1318,0.439336634946
1326,0.512867839949
1330,0.611190549539
1343,0.568073722846
1344,0.634227306401
1346,0.446412781681
1347,0.472051247811
1350,0.494254138257
1354,0.487726259559
1357,0.766169937906
1360,0.719971322978
1362,0.642913501749
1365,0.649229527487
1366,0.314643462852
